# ZTF Solar System Marshal CHECK_FMO output
# started at 2018-05-12 02:42:21+0000
# start_date                    = 20171001
# end_date                      = 20180510
# min motion rate (arcsec/sec)  = 0.16666666666666666
# limiting magnitude            = 21.0
# max uncertainty limit         = 60.0
#   object    date UT  filter   rate    sundist   geodist  vmag   ecllat  unc range	fracday      
#                              [''/s]     [AU]      [AU]          [deg]      ['']  	      
  2018 HJ2   20180423   zr   0.177200   1.0338    0.0513  20.36 50.7483    0.9706  	334711
  2018 HJ2   20180423   zr   0.177191   1.0339    0.0514  20.36 50.6611    0.9671  	355451
  2018 HJ2   20180423   zr   0.177192   1.0340    0.0514  20.36 50.6491    0.9667  	358391
  2018 HJ2   20180423   zg   0.177214   1.0341    0.0515  20.36 50.5668    0.9658  	377708
  2018 HJ2   20180423   zg   0.177215   1.0341    0.0515  20.36 50.5649    0.9663  	378345
  2018 HJ2   20180423   zg   0.177249   1.0342    0.0516  20.37 50.4867    0.9657  	396308
  2018 HJ2   20180423   zg   0.177252   1.0342    0.0516  20.37 50.4805    0.9668  	398322
  2018 HJ2   20180423   zg   0.177295   1.0343    0.0517  20.37 50.3924    0.9689  	419132
  2018 HJ2   20180423   zg   0.177296   1.0343    0.0517  20.37 50.3903    0.9689  	419676
  2018 HJ2   20180423   zg   0.177335   1.0346    0.0519  20.37 50.1474    0.9846  	477188
  2018 HJ2   20180423   zg   0.177334   1.0346    0.0519  20.37 50.1454    0.9844  	477674
  2018 HJ2   20180423   zg   0.177284   1.0347    0.0520  20.37 50.0524    0.9936  	499664
  2018 HK2   20180425   zr   0.187504   1.0633    0.0638  20.77 -12.7277   0.7770  	188611
  2018 HK2   20180425   zg   0.187626   1.0632    0.0637  20.77 -12.9150   0.7207  	230278
  2018 HL2   20180508   zr   0.177213   1.0535    0.1391  19.80 26.4997    0.6721  	215012
  2018 HL2   20180509   zg   0.188687   1.0476    0.1347  19.79 22.5940    0.7957  	194884
  2018 HM2   20180423   zg   0.167361   1.0236    0.0356  18.98 39.9773    1.9556  	420162
  2018 HM2   20180423   zg   0.169547   1.0236    0.0355  18.97 39.9045    1.9059  	458183
  2018 HM2   20180423   zg   0.170425   1.0236    0.0355  18.97 39.8635    1.8785  	479190
  2018 HM2   20180424   zg   0.200005   1.0246    0.0327  18.65 37.7084    1.5840  	460521
  2018 HM2   20180424   zg   0.200814   1.0247    0.0326  18.64 37.6553    1.5566  	481597
  2018 HM2   20180427   zg   0.316241   1.0273    0.0259  17.57 27.3930    0.6508  	356782
  2018 HM2   20180427   zg   0.321399   1.0273    0.0257  17.53 26.9749    0.6292  	440938
  2018 HM2   20180506   zr   0.233605   1.0318    0.0303  18.05 -25.0656   0.8918  	166782
  2018 HM2   20180506   zg   0.232763   1.0318    0.0304  18.06 -25.1501   0.8868  	189190
  2018 JB    20180504   zg   0.427508   1.0148    0.0188  20.21 55.1379    1.5790  	217373
  2018 JB    20180504   zg   0.427894   1.0147    0.0187  20.21 55.4257    1.4443  	245625
  2018 JB    20180504   zg   0.427911   1.0147    0.0187  20.21 55.4350    1.4399  	246574
  2018 JB    20180504   zg   0.427929   1.0147    0.0187  20.21 55.4445    1.4361  	247500
  2018 JB    20180504   zr   0.428499   1.0146    0.0186  20.21 55.6795    1.3354  	270544
  2018 JB    20180504   zr   0.428834   1.0146    0.0186  20.20 55.7814    1.2961  	280567
  2018 JB    20180504   zr   0.428867   1.0146    0.0186  20.20 55.7908    1.2926  	281481
  2018 JB    20180504   zr   0.428901   1.0146    0.0186  20.20 55.8001    1.2884  	282396
  2018 JB    20180505   zg   0.608123   1.0119    0.0158  20.11 67.7045    1.7096  	221655
  2018 JB    20180505   zg   0.608315   1.0118    0.0157  20.11 67.9893    1.6229  	241389
  2018 JB    20180505   zg   0.608327   1.0118    0.0157  20.11 68.0026    1.6192  	242338
  2018 JB    20180505   zr   0.609213   1.0117    0.0156  20.11 68.5590    1.4751  	280949
  2018 JB    20180505   zr   0.610159   1.0117    0.0156  20.10 68.8802    1.4153  	303171
  2018 JB    20180505   zr   0.611914   1.0116    0.0155  20.10 69.2787    1.3725  	330683
  2018 JB    20180506   zi   0.788791   1.0086    0.0136  20.27 87.0820    1.9732  	407060
  2018 JB    20180506   zg   0.790319   1.0086    0.0136  20.28 87.2463    2.0348  	425961
  2018 JB    20180506   zr   0.795213   1.0085    0.0136  20.29 87.4665    2.2020  	466065
  2018 JB    20180507   zg   0.798033   1.0059    0.0136  20.81 69.6426    3.9470  	472442
  2018 JD    20180504   zr   0.521321   1.0118    0.0135  20.40 72.4129    1.1143  	341597
  2018 JD    20180504   zr   0.525737   1.0118    0.0134  20.39 72.3144    1.0812  	358762
  2018 JD    20180504   zr   0.526005   1.0118    0.0134  20.39 72.3086    1.0788  	359745
  2018 JD    20180504   zg   0.543770   1.0117    0.0132  20.36 71.9579    1.0054  	415475
  2018 JD    20180504   zg   0.550381   1.0117    0.0131  20.36 71.8381    0.9979  	433032
  2018 JD    20180504   zg   0.550739   1.0117    0.0131  20.35 71.8318    0.9972  	433947
  2018 JD    20180504   zg   0.560357   1.0116    0.0131  20.34 71.6637    1.0034  	457431
  2018 JJ    20180504   zg   0.178547   1.0402    0.0581  20.52 44.3397    2.1753  	222164
  2018 JJ    20180504   zg   0.178633   1.0401    0.0580  20.52 44.3962    2.1176  	240764
  2018 JJ    20180504   zg   0.178636   1.0401    0.0580  20.52 44.3993    2.1139  	241748
  2018 JJ    20180504   zg   0.178644   1.0400    0.0580  20.52 44.4066    2.1068  	244167
  2018 JJ    20180504   zr   0.178676   1.0399    0.0578  20.52 44.4848    2.0378  	270046
  2018 JJ    20180504   zr   0.178662   1.0398    0.0577  20.51 44.5291    2.0035  	284745
  2018 JJ    20180504   zr   0.178645   1.0397    0.0577  20.51 44.5556    1.9854  	293542
  2018 JJ    20180505   zr   0.218271   1.0335    0.0526  20.45 47.5310    1.4180  	173692
  2018 JJ    20180505   zr   0.218289   1.0335    0.0526  20.45 47.5343    1.4133  	174630
  2018 JJ    20180505   zg   0.218941   1.0332    0.0523  20.45 47.7092    1.1748  	224039
  2018 JJ    20180505   zg   0.218949   1.0332    0.0523  20.45 47.7125    1.1704  	225000
  2018 JJ    20180505   zg   0.218952   1.0332    0.0523  20.45 47.7142    1.1681  	225475
  2018 JJ    20180505   zg   0.219030   1.0331    0.0523  20.45 47.7519    1.1210  	236181
  2018 JJ    20180505   zg   0.219032   1.0331    0.0523  20.45 47.7535    1.1196  	236655
  2018 JJ    20180505   zg   0.219143   1.0329    0.0521  20.44 47.8419    1.0249  	261840
  2018 JJ    20180505   zr   0.219172   1.0328    0.0520  20.44 47.8990    0.9774  	278160
  2018 JJ    20180505   zr   0.219173   1.0328    0.0520  20.44 47.9021    0.9754  	279109
  2018 JJ    20180505   zr   0.219168   1.0326    0.0519  20.44 47.9944    0.9293  	305532
  2018 JJ    20180506   zr   0.269763   1.0266    0.0472  20.41 51.3721    1.1584  	176134
  2018 JJ    20180506   zr   0.269784   1.0266    0.0472  20.41 51.3758    1.1537  	177072
  2018 JJ    20180506   zg   0.270239   1.0264    0.0471  20.41 51.4727    1.0237  	201493
  2018 JJ    20180506   zg   0.270667   1.0262    0.0469  20.40 51.6181    0.8565  	238403
  2018 JJ    20180506   zg   0.270725   1.0261    0.0468  20.40 51.6495    0.8291  	246435
  2018 JJ    20180506   zr   0.270895   1.0258    0.0466  20.40 51.8465    0.7561  	297025
  2018 JJ    20180506   zr   0.270906   1.0256    0.0465  20.40 51.9217    0.7823  	316400
  2018 JJ    20180506   zi   0.271026   1.0252    0.0462  20.40 52.1779    1.0282  	382743
  2018 JJ    20180507   zr   0.333406   1.0198    0.0424  20.41 55.5287    1.1230  	177188
  2018 JJ    20180507   zr   0.333772   1.0196    0.0423  20.42 55.6015    1.0375  	195231
  2018 JJ    20180507   zr   0.333789   1.0196    0.0423  20.42 55.6055    1.0328  	196215
  2018 JJ    20180507   zr   0.333865   1.0196    0.0423  20.42 55.6238    1.0126  	200764
  2018 JJ    20180507   zr   0.333873   1.0196    0.0423  20.42 55.6257    1.0110  	201250
  2018 JJ    20180507   zr   0.333887   1.0196    0.0423  20.42 55.6295    1.0065  	202211
  2018 JJ    20180507   zr   0.333902   1.0196    0.0423  20.42 55.6332    1.0027  	203160
  2018 JJ    20180507   zg   0.334409   1.0192    0.0420  20.42 55.8741    0.8751  	264190
  2018 JJ    20180507   zg   0.334439   1.0190    0.0419  20.42 55.9522    0.8985  	284294
  2018 JJ    20180507   zg   0.334441   1.0190    0.0419  20.42 55.9705    0.9089  	288993
  2018 JJ    20180508   zr   0.406494   1.0127    0.0382  20.52 59.4954    2.1780  	224062
  2018 JJ    20180508   zr   0.406478   1.0126    0.0381  20.52 59.5411    2.2268  	239988
  2018 JJ    20180508   zr   0.406476   1.0126    0.0381  20.52 59.5437    2.2300  	240903
  2018 JJ    20180508   zr   0.406366   1.0124    0.0381  20.52 59.6038    2.3125  	262245
  2018 JJ    20180508   zg   0.405980   1.0122    0.0379  20.53 59.7189    2.5208  	304618
  2018 JJ    20180508   zg   0.405975   1.0122    0.0379  20.53 59.7201    2.5234  	305093
  2018 JJ    20180508   zg   0.405711   1.0120    0.0378  20.54 59.7893    2.6757  	331389
  2018 JM    20180429   zg   0.709208   0.9995    0.0197  19.84 44.5066   49.7210  	159537
  2018 JM    20180429   zg   0.721553   0.9997    0.0196  19.79 44.9868   49.9237  	197083
  2018 JM    20180429   zg   0.721888   0.9997    0.0196  19.79 44.9992   49.9289  	198021
  2018 JM    20180430   zg   0.951811   1.0063    0.0171  18.65 58.1142   51.0262  	185729
  2018 JM    20180430   zg   0.951911   1.0063    0.0171  18.65 58.1191   51.0219  	186250
  2018 JM    20180504   zr   0.285443   1.0348    0.0315  17.96 32.8857    2.5733  	354363
  2018 JM    20180505   zr   0.201095   1.0416    0.0375  18.19 28.1662    0.8455  	313796
  2018 JN    20180428   zg   0.416613   1.0079    0.0172  19.58  7.9384   36.6729  	152940
  2018 JN    20180428   zg   0.428931   1.0080    0.0170  19.55  8.2533   37.0500  	205914
  2018 JN    20180430   zg   0.883966   1.0127    0.0119  17.99 25.1947   46.9432  	150613
  2018 JP    20180507   zg   0.453727   1.0188    0.0110  19.11 23.7168    1.2013  	291840
  2018 JP    20180507   zr   0.469885   1.0187    0.0108  19.06 23.2505    1.1585  	336331
  2018 JW    20180505   zi   0.610397   1.0128    0.0247  20.97 39.6685    7.3390  	348113
  2018 JW    20180506   zr   0.670089   1.0176    0.0233  20.43 38.0390    5.0950  	175185
  2018 JW    20180507   zr   0.670849   1.0235    0.0233  19.93 32.5853    2.0575  	191458
  2018 JW    20180507   zr   0.670336   1.0236    0.0234  19.92 32.4705    1.9297  	207951
  2018 JW    20180509   zi   0.450801   1.0352    0.0286  19.54 18.5803    1.3113  	150521
  2018 JZ    20180509   zr   0.530876   1.0226    0.0196  20.82 40.6411    3.0111  	266505
  2018 JZ    20180509   zg   0.539214   1.0224    0.0194  20.81 41.0203    3.6058  	298681
  2018 JA1   20180509   zr   0.245737   1.0267    0.0187  18.18 -3.4089    0.5591  	269919
  2018 JA1   20180509   zg   0.249085   1.0266    0.0186  18.17 -3.2479    0.5686  	297639
  2018 JH1   20180505   zr   0.320603   1.0241    0.0349  20.66 30.1268   56.7983  	172280
  2018 JH1   20180505   zg   0.317708   1.0244    0.0352  20.66 29.9413   54.8304  	210509
  2018 JH1   20180505   zi   0.308841   1.0254    0.0361  20.69 29.2604   48.0257  	352743
  2018 JH1   20180506   zr   0.222831   1.0310    0.0419  20.88 26.0510   21.2707  	170833
  2018 JL1   20180507   zg   0.189853   1.0318    0.0297  20.98 29.3974    1.8433  	272535
  2018 JL1   20180507   zr   0.189948   1.0316    0.0295  20.98 29.3490    1.6107  	338194
  2018 JL1   20180509   zi   0.255221   1.0264    0.0252  20.87 27.8130    1.0469  	155185
  2018 JL1   20180509   zi   0.255317   1.0264    0.0252  20.87 27.8118    1.0424  	156100
  2018 JL1   20180509   zr   0.261025   1.0262    0.0251  20.87 27.7029    0.7209  	232824
  2018 JL1   20180509   zg   0.261960   1.0260    0.0249  20.87 27.6018    0.8160  	298090
  2018 JM1   20180506   zr   0.180483   1.0866    0.0881  19.18 -19.4022   2.6891  	314201
  2018 JM1   20180509   zg   0.258259   1.0714    0.0733  18.91 -6.4583    0.6412  	208229
  2018 JM1   20180509   zr   0.259153   1.0713    0.0732  18.91 -6.3337    0.6284  	231875
  2018 JO1   20180506   zg   0.311674   1.0317    0.0307  19.43 -13.7037   7.5873  	210116
  2018 JO1   20180508   zr   0.251272   1.0375    0.0342  19.44 -1.3176    1.2941  	230602
  2018 JR1   20180506   zi   0.374314   1.0318    0.0299  19.89 35.0918   20.3963  	397269
  2018 JR1   20180506   zg   0.369783   1.0319    0.0300  19.91 35.3047   19.8164  	421123
   242643    20180427   zg   0.208498   1.1364    0.1502  15.07 -1.6917    0.1824  	437836
   276033    20180206   zr   0.864801   1.0241    0.0394  12.74 -1.8568    0.7171  	296505
   276033    20180206   zr   0.853450   1.0244    0.0396  12.74 -1.7856    0.7130  	316319
   276033    20180206   zr   0.832584   1.0250    0.0401  12.73 -1.6585    0.7044  	352488
   276033    20180206   zr   0.831148   1.0251    0.0402  12.73 -1.6499    0.7030  	354954
   276033    20180206   zr   0.819409   1.0254    0.0405  12.73 -1.5806    0.6989  	375023
   276033    20180207   zr   0.454030   1.0408    0.0545  12.63  0.8016    0.5224  	268519
   276033    20180207   zr   0.452320   1.0409    0.0546  12.63  0.8139    0.5210  	274965
   276033    20180207   zr   0.448614   1.0411    0.0548  12.64  0.8402    0.5188  	288866
   276033    20180207   zr   0.446350   1.0413    0.0550  12.65  0.8559    0.5174  	297280
   276033    20180207   zr   0.446086   1.0413    0.0550  12.65  0.8578    0.5174  	298275
   276033    20180207   zr   0.441289   1.0416    0.0553  12.67  0.8905    0.5147  	315972
   276033    20180207   zr   0.441023   1.0416    0.0553  12.67  0.8923    0.5147  	316956
   276033    20180207   zr   0.436143   1.0419    0.0556  12.70  0.9247    0.5125  	334780
   276033    20180207   zr   0.435736   1.0419    0.0557  12.70  0.9274    0.5116  	336262
   276033    20180207   zr   0.430259   1.0423    0.0560  12.73  0.9627    0.5089  	356053
   276033    20180209   zr   0.169516   1.0736    0.0897  14.55  3.0952    0.3225  	215810
   276033    20180209   zr   0.168137   1.0740    0.0901  14.57  3.1105    0.3212  	238310
   276033    20180209   zr   0.168106   1.0740    0.0901  14.57  3.1108    0.3212  	238808
   311554    20180217   zg   0.176213   1.0898    0.1145  15.62 -5.9376    0.4377  	240521
   311554    20180217   zg   0.176186   1.0897    0.1144  15.62 -5.9103    0.4377  	251250
   311554    20180217   zg   0.176097   1.0897    0.1144  15.62 -5.8581    0.4377  	271007
   311554    20180217   zg   0.176000   1.0896    0.1144  15.62 -5.8196    0.4377  	285532
   311554    20180218   zg   0.177580   1.0862    0.1139  15.71 -3.4315    0.4321  	172315
   311554    20180218   zg   0.177581   1.0862    0.1139  15.71 -3.4302    0.4321  	172812
   311554    20180218   zg   0.177592   1.0861    0.1139  15.71 -3.3426    0.4321  	205255
   311554    20180218   zg   0.177590   1.0861    0.1139  15.71 -3.3399    0.4321  	206238
   311554    20180218   zg   0.177579   1.0861    0.1139  15.72 -3.3266    0.4321  	211169
   311554    20180219   zg   0.176969   1.0825    0.1139  15.82 -0.8312    0.4266  	130035
   311554    20180219   zg   0.177011   1.0823    0.1139  15.83 -0.7127    0.4259  	173669
   311554    20180221   zg   0.168600   1.0738    0.1159  16.12  4.8604    0.4185  	258553
   349928    20171201   zr   0.181826   1.0161    0.2224  18.46 45.4817    0.7316  	240278
   349928    20171201   zr   0.181856   1.0162    0.2224  18.46 45.4774    0.7309  	244850
   363599    20180408   zr   0.307073   1.0495    0.0737  17.60 44.4015    0.6682  	365752
   363599    20180409   zr   0.409715   1.0360    0.0637  17.52 52.4789    0.7931  	384803
   363599    20180409   zr   0.411725   1.0357    0.0635  17.52 52.6967    0.7966  	409051
   363599    20180409   zr   0.413043   1.0355    0.0634  17.52 52.8347    0.7985  	424375
   363599    20180409   zr   0.415040   1.0352    0.0632  17.52 53.0359    0.8017  	446655
   363599    20180409   zr   0.417029   1.0349    0.0630  17.52 53.2271    0.8039  	467778
   363599    20180410   zr   0.532867   1.0226    0.0559  17.56 62.4188    0.9291  	387072
   363599    20180410   zr   0.535095   1.0223    0.0557  17.57 62.7105    0.9326  	414375
   363599    20180410   zr   0.536738   1.0220    0.0556  17.57 62.9171    0.9352  	433715
   363599    20180410   zr   0.538589   1.0217    0.0554  17.57 63.1404    0.9374  	454653
   363599    20180410   zr   0.540566   1.0215    0.0553  17.57 63.3676    0.9400  	475972
   363599    20180410   zr   0.540986   1.0214    0.0553  17.57 63.4144    0.9409  	480359
   363599    20180410   zr   0.543107   1.0211    0.0551  17.58 63.6428    0.9435  	501771
   388945    20180505   zg   0.277799   1.0353    0.0274  13.52  0.1662    0.6570  	250278
   388945    20180505   zr   0.280285   1.0352    0.0273  13.51 -0.0986    0.6627  	292164
   388945    20180506   zr   0.386809   1.0313    0.0231  13.17 -7.9506    0.8607  	354745
   388945    20180506   zr   0.386842   1.0313    0.0231  13.17 -7.9547    0.8607  	355359
   395207    20180429   zg   0.189143   1.0398    0.1175  17.95 -26.8155   0.8425  	187604
   395207    20180505   zr   0.239073   0.9967    0.1041  18.44 -0.3022    1.1500  	153044
   395207    20180509   zg   0.197612   0.9688    0.1143  19.23 17.7577    1.3553  	174595
   395207    20180509   zg   0.197595   0.9688    0.1143  19.23 17.7595    1.3553  	175058
   395207    20180509   zr   0.196057   0.9685    0.1145  19.24 17.9375    1.3553  	221192
   418849    20171220   zg   0.480108   1.0153    0.0443  15.90 -25.0635   0.6938  	378623
   418849    20171220   zg   0.482736   1.0153    0.0442  15.89 -24.8242   0.6959  	401644
   418849    20171221   zg   0.575035   1.0172    0.0405  15.38 -13.1295   0.7845  	406400
   418849    20171223   zg   0.598071   1.0203    0.0399  14.96 10.3405    0.8495  	165741
   418849    20171223   zg   0.597201   1.0204    0.0399  14.97 10.6103    0.8495  	186123
   418849    20171223   zg   0.588910   1.0206    0.0402  14.98 12.1805    0.8486  	305868
   418849    20171223   zg   0.588861   1.0206    0.0402  14.98 12.1874    0.8486  	306771
   418849    20171223   zg   0.588812   1.0206    0.0402  14.98 12.1942    0.8486  	307303
   418849    20171223   zg   0.588764   1.0206    0.0402  14.98 12.2011    0.8486  	307824
   418849    20171223   zg   0.588714   1.0206    0.0402  14.98 12.2080    0.8486  	308356
   418849    20171223   zg   0.587669   1.0206    0.0402  14.98 12.3514    0.8486  	319479
   418849    20171223   zg   0.584907   1.0206    0.0403  14.99 12.7050    0.8479  	346551
   418849    20171223   zg   0.584851   1.0206    0.0403  14.99 12.7118    0.8479  	347500
   418849    20171223   zg   0.584797   1.0206    0.0403  14.99 12.7185    0.8479  	348032
   418849    20171223   zg   0.584741   1.0206    0.0403  14.99 12.7253    0.8479  	348565
